Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1989 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,10000 ,4 ,LBS ,40000
1989 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,21400 ,5 ,LBS ,96300
1989 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,167840 ,4 ,    ,755400
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,21000 ,5 ,EACH ,110000
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,67000 ,4 ,EACH ,285000
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,9000 ,5 ,EACH ,46000
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,61 ,Placer ,  ,  ,3780 ,5 ,EACH ,18900
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,12000 ,6 ,EACH ,72000
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,105200 ,5 ,EACH ,515500
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,95 ,Solano ,  ,  ,23438 ,7 ,EACH ,155200
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,6000 ,5 ,EACH ,30000
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN ,101 ,Sutter ,  ,  ,26825 ,5 ,EACH ,132800
1989 ,485999 ,APIARY PRODUCTS BEES QUEEN , 999, State Totals,0 ,  ,274243 ,5 ,    ,1365400
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,7 ,Butte ,  ,  ,  ,  ,  ,250000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,9 ,Calaveras ,  ,  ,  ,  ,  ,206400
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,17 ,El Dorado ,  ,  ,  ,  ,  ,244000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,35 ,Lassen ,  ,  ,  ,  ,  ,28000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,39 ,Madera ,  ,  ,  ,  ,  ,8000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,43 ,Mariposa ,  ,  ,  ,  ,  ,126000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,67 ,Sacramento ,  ,  ,  ,  ,  ,102000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,73 ,San Diego ,  ,  ,  ,  ,  ,40500
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,83 ,Santa Barbara ,  ,  ,  ,  ,  ,134243
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,87 ,Santa Cruz ,  ,  ,  ,  ,  ,150000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,103 ,Tehama ,  ,  ,  ,  ,  ,135000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,109 ,Tuolumne ,  ,  ,  ,  ,  ,50000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,113 ,Yolo ,  ,  ,  ,  ,  ,543000
1989 ,489999 ,APIARY PRODUCTS BEES UNSPEC , 999, State Totals,0 ,  ,0 ,  ,    ,2017143
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,1 ,Alameda ,  ,  ,2000 ,1 ,LBS ,2500
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,13 ,Contra Costa ,  ,  ,800 ,1 ,LBS ,720
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,19 ,Fresno ,  ,  ,57200 ,1 ,LBS ,57800
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,21 ,Glenn ,  ,  ,2000 ,1 ,LBS ,2000
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,25 ,Imperial ,  ,  ,42359 ,1 ,LBS ,49000
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,29 ,Kern ,  ,  ,33000 ,1 ,LBS ,34000
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,31 ,Kings ,  ,  ,18719 ,1 ,LBS ,19000
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,37 ,Los Angeles ,  ,  ,4000 ,1 ,LBS ,4400
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,47 ,Merced ,  ,  ,19000 ,1 ,LBS ,20000
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,53 ,Monterey ,  ,  ,1600 ,1 ,LBS ,1280
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,59 ,Orange ,  ,  ,8133 ,1 ,LBS ,8900
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,61 ,Placer ,  ,  ,1000 ,1 ,LBS ,1050
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,65 ,Riverside ,  ,  ,26522 ,1 ,LBS ,27300
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,71 ,San Bernardino ,  ,  ,4989 ,1 ,LBS ,5400
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,73 ,San Diego ,  ,  ,  ,  ,  ,16250
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,81 ,San Mateo ,  ,  ,400 ,2 ,LBS ,700
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,85 ,Santa Clara ,  ,  ,600 ,1 ,LBS ,450
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,89 ,Shasta ,  ,  ,15400 ,1 ,LBS ,15900
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,95 ,Solano ,  ,  ,200 ,1 ,LBS ,200
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,97 ,Sonoma ,  ,  ,165 ,2 ,LBS ,340
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,99 ,Stanislaus ,  ,  ,2000 ,1 ,LBS ,1700
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,101 ,Sutter ,  ,  ,11925 ,1 ,LBS ,12000
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,107 ,Tulare ,  ,  ,31000 ,1 ,LBS ,32600
1989 ,482999 ,APIARY PRODUCTS BEESWAX ,111 ,Ventura ,  ,  ,14698 ,1 ,LBS ,16000
1989 ,482999 ,APIARY PRODUCTS BEESWAX , 999, State Totals,0 ,  ,297710 ,1 ,    ,329490
1989 ,481999 ,APIARY PRODUCTS HONEY ,1 ,Alameda ,  ,  ,77000 ,1 ,LBS ,46200
1989 ,481999 ,APIARY PRODUCTS HONEY ,11 ,Colusa ,  ,  ,12000 ,1 ,LBS ,6000
1989 ,481999 ,APIARY PRODUCTS HONEY ,13 ,Contra Costa ,  ,  ,36000 ,1 ,LBS ,34200
1989 ,481999 ,APIARY PRODUCTS HONEY ,19 ,Fresno ,  ,  ,1308000 ,1 ,LBS ,798000
1989 ,481999 ,APIARY PRODUCTS HONEY ,21 ,Glenn ,  ,  ,3000 ,1 ,LBS ,2000
1989 ,481999 ,APIARY PRODUCTS HONEY ,25 ,Imperial ,  ,  ,2528920 ,1 ,LBS ,1366000
1989 ,481999 ,APIARY PRODUCTS HONEY ,27 ,Inyo ,  ,  ,36000 ,1 ,LBS ,19800
1989 ,481999 ,APIARY PRODUCTS HONEY ,29 ,Kern ,  ,  ,822000 ,1 ,LBS ,444000
1989 ,481999 ,APIARY PRODUCTS HONEY ,31 ,Kings ,  ,  ,1123125 ,1 ,LBS ,606000
1989 ,481999 ,APIARY PRODUCTS HONEY ,37 ,Los Angeles ,  ,  ,401320 ,1 ,LBS ,244800
1989 ,481999 ,APIARY PRODUCTS HONEY ,39 ,Madera ,  ,  ,490000 ,1 ,LBS ,265000
1989 ,481999 ,APIARY PRODUCTS HONEY ,43 ,Mariposa ,  ,  ,24800 ,0 ,LBS ,11900
1989 ,481999 ,APIARY PRODUCTS HONEY ,47 ,Merced ,  ,  ,988000 ,0 ,LBS ,385000
1989 ,481999 ,APIARY PRODUCTS HONEY ,53 ,Monterey ,  ,  ,45000 ,1 ,LBS ,22500
1989 ,481999 ,APIARY PRODUCTS HONEY ,59 ,Orange ,  ,  ,246975 ,1 ,LBS ,133400
1989 ,481999 ,APIARY PRODUCTS HONEY ,61 ,Placer ,  ,  ,36500 ,1 ,LBS ,20400
1989 ,481999 ,APIARY PRODUCTS HONEY ,65 ,Riverside ,  ,  ,1326105 ,1 ,LBS ,689600
1989 ,481999 ,APIARY PRODUCTS HONEY ,71 ,San Bernardino ,  ,  ,299336 ,1 ,LBS ,162000
1989 ,481999 ,APIARY PRODUCTS HONEY ,73 ,San Diego ,  ,  ,  ,  ,  ,475000
1989 ,481999 ,APIARY PRODUCTS HONEY ,77 ,San Joaquin ,  ,  ,338000 ,1 ,LBS ,186000
1989 ,481999 ,APIARY PRODUCTS HONEY ,79 ,San Luis Obispo ,  ,  ,65420 ,1 ,LBS ,55000
1989 ,481999 ,APIARY PRODUCTS HONEY ,81 ,San Mateo ,  ,  ,35000 ,1 ,LBS ,29800
1989 ,481999 ,APIARY PRODUCTS HONEY ,85 ,Santa Clara ,  ,  ,35000 ,1 ,LBS ,29750
1989 ,481999 ,APIARY PRODUCTS HONEY ,89 ,Shasta ,  ,  ,508200 ,1 ,LBS ,279500
1989 ,481999 ,APIARY PRODUCTS HONEY ,95 ,Solano ,  ,  ,4438 ,1 ,LBS ,3300
1989 ,481999 ,APIARY PRODUCTS HONEY ,97 ,Sonoma ,  ,  ,11670 ,1 ,LBS ,10860
1989 ,481999 ,APIARY PRODUCTS HONEY ,99 ,Stanislaus ,  ,  ,30000 ,0 ,LBS ,11700
1989 ,481999 ,APIARY PRODUCTS HONEY ,101 ,Sutter ,  ,  ,426000 ,1 ,LBS ,217300
1989 ,481999 ,APIARY PRODUCTS HONEY ,107 ,Tulare ,  ,  ,2479000 ,1 ,LBS ,1497000
1989 ,481999 ,APIARY PRODUCTS HONEY ,111 ,Ventura ,  ,  ,981400 ,1 ,LBS ,559000
1989 ,481999 ,APIARY PRODUCTS HONEY ,991 ,Sum of Others ,  ,  ,  ,  ,  ,625
1989 ,481999 ,APIARY PRODUCTS HONEY , 999, State Totals,0 ,  ,14718209 ,1 ,    ,8611635
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,1 ,Alameda ,  ,  ,1500 ,32 ,COL ,48000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,7 ,Butte ,  ,  ,45460 ,27 ,COL ,1239000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,11 ,Colusa ,  ,  ,37800 ,18 ,COL ,690000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,13 ,Contra Costa ,  ,  ,300 ,10 ,COL ,3000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,19 ,Fresno ,  ,  ,235400 ,23 ,COL ,5334000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,21 ,Glenn ,  ,  ,  ,  ,  ,560000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,25 ,Imperial ,  ,  ,126446 ,17 ,COL ,2150000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,29 ,Kern ,  ,  ,211000 ,29 ,COL ,6035000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,31 ,Kings ,  ,  ,74875 ,21 ,COL ,1543000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,37 ,Los Angeles ,  ,  ,20063 ,26 ,COL ,521600
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,39 ,Madera ,  ,  ,102900 ,28 ,COL ,2881000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,47 ,Merced ,  ,  ,145200 ,25 ,COL ,3688000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,53 ,Monterey ,  ,  ,2100 ,22 ,COL ,46200
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,61 ,Placer ,  ,  ,13700 ,26 ,COL ,356000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,65 ,Riverside ,  ,  ,40937 ,23 ,COL ,921100
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,71 ,San Bernardino ,  ,  ,17518 ,23 ,COL ,396000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,73 ,San Diego ,  ,  ,  ,  ,  ,2200
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,77 ,San Joaquin ,  ,  ,91800 ,26 ,COL ,2430000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,89 ,Shasta ,  ,  ,19700 ,27 ,COL ,536200
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,95 ,Solano ,  ,  ,6148 ,20 ,COL ,123000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,97 ,Sonoma ,  ,  ,  ,  ,  ,77900
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,99 ,Stanislaus ,  ,  ,145000 ,28 ,COL ,4060000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,101 ,Sutter ,  ,  ,35954 ,15 ,COL ,551200
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,103 ,Tehama ,  ,  ,11800 ,24 ,COL ,280000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,107 ,Tulare ,  ,  ,63200 ,23 ,COL ,1454000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,111 ,Ventura ,  ,  ,  ,  ,  ,300000
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,115 ,Yuba ,  ,  ,7541 ,12 ,COL ,87700
1989 ,486999 ,APIARY PRODUCTS POLLIN. FEES , 999, State Totals,0 ,  ,1456342 ,24 ,    ,36314100
1989 ,211999 ,APPLES ALL ,7 ,Butte ,159 ,5.60 ,890 ,372 ,TONS ,331000
1989 ,211999 ,APPLES ALL ,9 ,Calaveras ,140 ,3.57 ,500 ,300 ,TONS ,149900
1989 ,211999 ,APPLES ALL ,13 ,Contra Costa ,868 ,14.33 ,12440 ,253 ,TONS ,3142000
1989 ,211999 ,APPLES ALL ,17 ,El Dorado ,740 ,22.30 ,16500 ,316 ,TONS ,5213200
1989 ,211999 ,APPLES ALL ,23 ,Humboldt ,60 ,2.88 ,173 ,503 ,TONS ,87000
1989 ,211999 ,APPLES ALL ,29 ,Kern ,3032 ,12.86 ,39000 ,569 ,TONS ,22179000
1989 ,211999 ,APPLES ALL ,31 ,Kings ,156 ,13.28 ,2072 ,438 ,TONS ,908000
1989 ,211999 ,APPLES ALL ,33 ,Lake ,12 ,1.92 ,23 ,433 ,TONS ,9950
1989 ,211999 ,APPLES ALL ,39 ,Madera ,927 ,10.75 ,9965 ,585 ,TONS ,5830000
1989 ,211999 ,APPLES ALL ,43 ,Mariposa ,205 ,6.75 ,1384 ,272 ,TONS ,376000
1989 ,211999 ,APPLES ALL ,45 ,Mendocino ,700 ,13.78 ,9643 ,249 ,TONS ,2405100
1989 ,211999 ,APPLES ALL ,53 ,Monterey ,346 ,14.48 ,5010 ,142 ,TONS ,709000
1989 ,211999 ,APPLES ALL ,57 ,Nevada ,73 ,2.70 ,197 ,410 ,TONS ,80800
1989 ,211999 ,APPLES ALL ,61 ,Placer ,73 ,6.60 ,482 ,527 ,TONS ,254000
1989 ,211999 ,APPLES ALL ,65 ,Riverside ,101 ,0.60 ,61 ,348 ,TONS ,21200
1989 ,211999 ,APPLES ALL ,69 ,San Benito ,535 ,17.00 ,9095 ,165 ,TONS ,1501000
1989 ,211999 ,APPLES ALL ,71 ,San Bernardino ,302 ,1.20 ,363 ,693 ,TONS ,251500
1989 ,211999 ,APPLES ALL ,73 ,San Diego ,431 ,2.40 ,1034 ,392 ,TONS ,405123
1989 ,211999 ,APPLES ALL ,77 ,San Joaquin ,1770 ,11.58 ,20500 ,363 ,TONS ,7435000
1989 ,211999 ,APPLES ALL ,79 ,San Luis Obispo ,443 ,9.37 ,4151 ,557 ,TONS ,2314000
1989 ,211999 ,APPLES ALL ,87 ,Santa Cruz ,4800 ,13.50 ,64800 ,141 ,TONS ,9127000
1989 ,211999 ,APPLES ALL ,97 ,Sonoma ,4821 ,14.37 ,69259 ,125 ,TONS ,8676900
1989 ,211999 ,APPLES ALL ,99 ,Stanislaus ,880 ,8.50 ,7480 ,334 ,TONS ,2498000
1989 ,211999 ,APPLES ALL ,101 ,Sutter ,342 ,13.30 ,4549 ,292 ,TONS ,1328400
1989 ,211999 ,APPLES ALL ,107 ,Tulare ,256 ,8.44 ,2160 ,518 ,TONS ,1119000
1989 ,211999 ,APPLES ALL ,109 ,Tuolumne ,85 ,3.28 ,279 ,301 ,TONS ,84000
1989 ,211999 ,APPLES ALL ,991 ,Sum of Others ,2866 ,  ,  ,  ,  ,12675704
1989 ,211999 ,APPLES ALL , 999, State Totals,25123 ,12.67 ,282010 ,271 ,    ,89111777
1989 ,217999 ,APRICOTS ALL ,13 ,Contra Costa ,917 ,6.32 ,5800 ,356 ,TONS ,2065000
1989 ,217999 ,APRICOTS ALL ,19 ,Fresno ,483 ,6.40 ,3090 ,860 ,TONS ,2657000
1989 ,217999 ,APRICOTS ALL ,29 ,Kern ,625 ,3.20 ,2000 ,1050 ,TONS ,2100000
1989 ,217999 ,APRICOTS ALL ,31 ,Kings ,250 ,8.92 ,2230 ,507 ,TONS ,1130000
1989 ,217999 ,APRICOTS ALL ,47 ,Merced ,1563 ,5.52 ,8630 ,256 ,TONS ,2209000
1989 ,217999 ,APRICOTS ALL ,65 ,Riverside ,39 ,1.31 ,51 ,592 ,TONS ,30200
1989 ,217999 ,APRICOTS ALL ,69 ,San Benito ,2400 ,3.30 ,7920 ,350 ,TONS ,2772000
1989 ,217999 ,APRICOTS ALL ,77 ,San Joaquin ,2580 ,7.29 ,18800 ,256 ,TONS ,4811000
1989 ,217999 ,APRICOTS ALL ,85 ,Santa Clara ,700 ,3.75 ,2625 ,815 ,TONS ,2139000
1989 ,217999 ,APRICOTS ALL ,95 ,Solano ,1038 ,3.24 ,3366 ,343 ,TONS ,1154100
1989 ,217999 ,APRICOTS ALL ,99 ,Stanislaus ,7110 ,10.10 ,71800 ,268 ,TONS ,19242000
1989 ,217999 ,APRICOTS ALL ,107 ,Tulare ,355 ,9.89 ,3510 ,861 ,TONS ,3022000
1989 ,217999 ,APRICOTS ALL ,113 ,Yolo ,660 ,4.77 ,3148 ,467 ,TONS ,1470000
1989 ,217999 ,APRICOTS ALL ,991 ,Sum of Others ,529 ,  ,  ,  ,  ,491436
1989 ,217999 ,APRICOTS ALL , 999, State Totals,19249 ,7.10 ,132970 ,337 ,    ,45292736
1989 ,301999 ,ARTICHOKES ,53 ,Monterey ,8360 ,6.04 ,50480 ,509 ,TONS ,25686000
1989 ,301999 ,ARTICHOKES ,81 ,San Mateo ,1054 ,3.70 ,3900 ,1050 ,TONS ,4095000
1989 ,301999 ,ARTICHOKES ,83 ,Santa Barbara ,1172 ,6.72 ,7875 ,456 ,TONS ,3590983
1989 ,301999 ,ARTICHOKES ,87 ,Santa Cruz ,580 ,4.40 ,2552 ,390 ,TONS ,995000
1989 ,301999 ,ARTICHOKES ,991 ,Sum of Others ,241 ,  ,  ,  ,  ,930260
1989 ,301999 ,ARTICHOKES , 999, State Totals,11407 ,5.80 ,64807 ,530 ,    ,35297243
1989 ,302199 ,ASPARAGUS FRESH MARKET ,13 ,Contra Costa ,2270 ,1.39 ,3160 ,1210 ,TONS ,3824000
1989 ,302199 ,ASPARAGUS FRESH MARKET ,77 ,San Joaquin ,18100 ,1.50 ,27200 ,1108 ,TONS ,30124000
1989 ,302199 ,ASPARAGUS FRESH MARKET , 999, State Totals,20370 ,1.49 ,30360 ,1118 ,    ,33948000
1989 ,302299 ,ASPARAGUS PROCESSING ,77 ,San Joaquin ,  ,  ,675 ,739 ,TONS ,499000
1989 ,302299 ,ASPARAGUS PROCESSING , 999, State Totals,0 ,  ,675 ,739 ,    ,499000
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,25 ,Imperial ,4347 ,1.93 ,8390 ,2565 ,TONS ,21517000
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,29 ,Kern ,853 ,2.34 ,2000 ,1491 ,TONS ,2981000
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,53 ,Monterey ,4990 ,3.10 ,15450 ,995 ,TONS ,15373000
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,59 ,Orange ,644 ,3.54 ,2282 ,1387 ,TONS ,3164100
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,65 ,Riverside ,655 ,1.17 ,766 ,2594 ,TONS ,1986900
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,67 ,Sacramento ,700 ,0.80 ,560 ,1300 ,TONS ,728000
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,113 ,Yolo ,575 ,1.04 ,598 ,1212 ,TONS ,725000
1989 ,302999 ,ASPARAGUS UNSPECIFIED ,991 ,Sum of Others ,700 ,  ,  ,  ,  ,2257788
1989 ,302999 ,ASPARAGUS UNSPECIFIED , 999, State Totals,13464 ,2.35 ,30046 ,1547 ,    ,48732788
1989 ,221999 ,AVOCADOS ALL ,37 ,Los Angeles ,90 ,0.50 ,45 ,2031 ,TONS ,91400
