Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1984 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4949 ,1.44 ,7127 ,859 ,TONS ,6124000
1984 ,261999 ,ALMONDS ALL ,103 ,Tehama ,5018 ,1.20 ,6038 ,833 ,TONS ,5032000
1984 ,261999 ,ALMONDS ALL ,107 ,Tulare ,9636 ,0.79 ,7610 ,1700 ,TONS ,12937000
1984 ,261999 ,ALMONDS ALL ,113 ,Yolo ,8450 ,0.89 ,7488 ,938 ,TONS ,7020000
1984 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1538 ,0.80 ,1230 ,1600 ,TONS ,1968600
1984 ,261999 ,ALMONDS ALL , 999, State Totals,376159 ,1.02 ,384371 ,1244 ,    ,478027675
1984 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,90 ,16.67 ,1500 ,505 ,TONS ,757000
1984 ,333999 ,ANISE (FENNEL) , 999, State Totals,90 ,16.67 ,1500 ,505 ,    ,757000
1984 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,47 ,Merced ,  ,  ,810 ,18 ,EACH ,14600
1984 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,71 ,San Bernardino ,  ,  ,2600 ,25 ,EACH ,65000
1984 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,3410 ,23 ,    ,79600
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,7 ,Butte ,  ,  ,49945 ,6 ,  ,298000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,22000 ,6 ,  ,132000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,148000 ,6 ,  ,875000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,12600 ,4 ,  ,53000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,61 ,Placer ,  ,  ,26000 ,5 ,  ,130000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,73 ,San Diego ,  ,  ,  ,  ,  ,45000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,135000 ,6 ,  ,756000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,5406 ,9 ,  ,47300
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,97 ,Sonoma ,  ,  ,980 ,3 ,  ,3200
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,42000 ,5 ,  ,213000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,82600 ,5 ,  ,436000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,103 ,Tehama ,  ,  ,43000 ,5 ,  ,236000
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,113 ,Yolo ,  ,  ,13000 ,6 ,  ,71500
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. ,115 ,Yuba ,  ,  ,34860 ,5 ,  ,174300
1984 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,615391 ,6 ,    ,3470300
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,7 ,Butte ,  ,  ,45600 ,6 ,EACH ,255000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,20000 ,5 ,EACH ,105000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,131000 ,5 ,EACH ,682000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,9600 ,5 ,EACH ,49500
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,61 ,Placer ,  ,  ,16000 ,5 ,EACH ,80000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,12000 ,6 ,EACH ,72000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,143000 ,5 ,EACH ,772200
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,95 ,Solano ,  ,  ,9650 ,6 ,EACH ,53100
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,39000 ,5 ,EACH ,208000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,101 ,Sutter ,  ,  ,47800 ,5 ,EACH ,241000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,103 ,Tehama ,  ,  ,27000 ,6 ,EACH ,161000
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN ,115 ,Yuba ,  ,  ,17300 ,5 ,EACH ,86500
1984 ,485999 ,APIARY PRODUCTS BEES QUEEN , 999, State Totals,0 ,  ,517950 ,5 ,    ,2765300
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,9 ,Calaveras ,  ,  ,  ,  ,  ,51200
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,11 ,Colusa ,  ,  ,  ,  ,  ,53000
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,17 ,El Dorado ,  ,  ,  ,  ,  ,481400
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,39 ,Madera ,  ,  ,  ,  ,  ,188000
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,43 ,Mariposa ,  ,  ,  ,  ,  ,109500
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,67 ,Sacramento ,  ,  ,  ,  ,  ,320000
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,73 ,San Diego ,  ,  ,  ,  ,  ,21000
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,77 ,San Joaquin ,  ,  ,  ,  ,  ,25300
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,87 ,Santa Cruz ,  ,  ,  ,  ,  ,255000
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,109 ,Tuolumne ,  ,  ,  ,  ,  ,55000
1984 ,489999 ,APIARY PRODUCTS BEES UNSPEC , 999, State Totals,0 ,  ,0 ,  ,    ,1559400
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,1 ,Alameda ,  ,  ,6900 ,1 ,LBS. ,9000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,13 ,Contra Costa ,  ,  ,950 ,1 ,LBS. ,1188
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,19 ,Fresno ,  ,  ,38700 ,2 ,LBS. ,58800
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,21 ,Glenn ,  ,  ,5000 ,1 ,LBS. ,6000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,25 ,Imperial ,  ,  ,63341 ,1 ,LBS. ,95000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,29 ,Kern ,  ,  ,55300 ,1 ,LBS. ,74700
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,31 ,Kings ,  ,  ,100018 ,1 ,LBS. ,115000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,37 ,Los Angeles ,  ,  ,6000 ,1 ,LBS. ,6800
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,47 ,Merced ,  ,  ,10800 ,1 ,LBS. ,11900
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,53 ,Monterey ,  ,  ,1100 ,1 ,LBS. ,1200
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,59 ,Orange ,  ,  ,8400 ,1 ,LBS. ,12000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,61 ,Placer ,  ,  ,1000 ,2 ,LBS. ,2000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,65 ,Riverside ,  ,  ,16800 ,1 ,LBS. ,23500
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,71 ,San Bernardino ,  ,  ,6500 ,1 ,LBS. ,8100
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,73 ,San Diego ,  ,  ,  ,  ,LBS. ,15000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,81 ,San Mateo ,  ,  ,500 ,2 ,LBS. ,900
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,85 ,Santa Clara ,  ,  ,700 ,1 ,LBS. ,805
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,89 ,Shasta ,  ,  ,8000 ,1 ,LBS. ,10400
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,95 ,Solano ,  ,  ,455 ,1 ,LBS. ,500
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,97 ,Sonoma ,  ,  ,360 ,2 ,LBS. ,800
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,99 ,Stanislaus ,  ,  ,6000 ,1 ,LBS. ,7260
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,101 ,Sutter ,  ,  ,3000 ,1 ,LBS. ,3100
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,107 ,Tulare ,  ,  ,81800 ,1 ,LBS. ,95700
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,111 ,Ventura ,  ,  ,20400 ,2 ,LBS. ,31000
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,113 ,Yolo ,  ,  ,11000 ,6 ,EACH ,63200
1984 ,482999 ,APIARY PRODUCTS BEESWAX ,115 ,Yuba ,  ,  ,1400 ,1 ,LBS. ,1500
1984 ,482999 ,APIARY PRODUCTS BEESWAX , 999, State Totals,0 ,  ,454424 ,1 ,    ,655353
1984 ,481999 ,APIARY PRODUCTS HONEY ,1 ,Alameda ,  ,  ,120000 ,1 ,LBS. ,67200
1984 ,481999 ,APIARY PRODUCTS HONEY ,7 ,Butte ,  ,  ,9100 ,1 ,LBS. ,5000
1984 ,481999 ,APIARY PRODUCTS HONEY ,13 ,Contra Costa ,  ,  ,25000 ,1 ,LBS. ,14000
1984 ,481999 ,APIARY PRODUCTS HONEY ,19 ,Fresno ,  ,  ,1630000 ,1 ,LBS. ,1027000
1984 ,481999 ,APIARY PRODUCTS HONEY ,21 ,Glenn ,  ,  ,67000 ,1 ,LBS. ,34000
1984 ,481999 ,APIARY PRODUCTS HONEY ,23 ,Humboldt ,  ,  ,  ,  ,LBS. ,4600
1984 ,481999 ,APIARY PRODUCTS HONEY ,25 ,Imperial ,  ,  ,3299566 ,1 ,LBS. ,1914000
1984 ,481999 ,APIARY PRODUCTS HONEY ,27 ,Inyo ,  ,  ,28000 ,1 ,LBS. ,18200
1984 ,481999 ,APIARY PRODUCTS HONEY ,29 ,Kern ,  ,  ,1837000 ,1 ,LBS. ,1010000
1984 ,481999 ,APIARY PRODUCTS HONEY ,31 ,Kings ,  ,  ,6001080 ,1 ,LBS. ,3601000
1984 ,481999 ,APIARY PRODUCTS HONEY ,33 ,Lake ,  ,  ,25500 ,1 ,LBS. ,30600
1984 ,481999 ,APIARY PRODUCTS HONEY ,35 ,Lassen ,  ,  ,  ,  ,LBS. ,25000
1984 ,481999 ,APIARY PRODUCTS HONEY ,37 ,Los Angeles ,  ,  ,614000 ,1 ,LBS. ,307000
1984 ,481999 ,APIARY PRODUCTS HONEY ,39 ,Madera ,  ,  ,625000 ,1 ,LBS. ,350000
1984 ,481999 ,APIARY PRODUCTS HONEY ,43 ,Mariposa ,  ,  ,47800 ,1 ,LBS. ,29800
1984 ,481999 ,APIARY PRODUCTS HONEY ,47 ,Merced ,  ,  ,1082000 ,1 ,LBS. ,552000
1984 ,481999 ,APIARY PRODUCTS HONEY ,53 ,Monterey ,  ,  ,56000 ,1 ,LBS. ,30200
1984 ,481999 ,APIARY PRODUCTS HONEY ,59 ,Orange ,  ,  ,627810 ,1 ,LBS. ,332700
1984 ,481999 ,APIARY PRODUCTS HONEY ,61 ,Placer ,  ,  ,70000 ,1 ,LBS. ,39200
1984 ,481999 ,APIARY PRODUCTS HONEY ,65 ,Riverside ,  ,  ,1008000 ,1 ,LBS. ,625000
1984 ,481999 ,APIARY PRODUCTS HONEY ,71 ,San Bernardino ,  ,  ,362000 ,1 ,LBS. ,199000
1984 ,481999 ,APIARY PRODUCTS HONEY ,73 ,San Diego ,  ,  ,  ,  ,LBS. ,330000
1984 ,481999 ,APIARY PRODUCTS HONEY ,77 ,San Joaquin ,  ,  ,296000 ,0 ,LBS. ,116000
1984 ,481999 ,APIARY PRODUCTS HONEY ,79 ,San Luis Obispo ,  ,  ,392800 ,1 ,LBS. ,227800
1984 ,481999 ,APIARY PRODUCTS HONEY ,81 ,San Mateo ,  ,  ,36000 ,1 ,LBS. ,19800
1984 ,481999 ,APIARY PRODUCTS HONEY ,83 ,Santa Barbara ,  ,  ,  ,  ,LBS. ,280804
1984 ,481999 ,APIARY PRODUCTS HONEY ,85 ,Santa Clara ,  ,  ,30000 ,1 ,LBS. ,39800
1984 ,481999 ,APIARY PRODUCTS HONEY ,89 ,Shasta ,  ,  ,355000 ,1 ,LBS. ,184600
1984 ,481999 ,APIARY PRODUCTS HONEY ,95 ,Solano ,  ,  ,30493 ,1 ,LBS. ,17100
1984 ,481999 ,APIARY PRODUCTS HONEY ,97 ,Sonoma ,  ,  ,34000 ,1 ,LBS. ,22400
1984 ,481999 ,APIARY PRODUCTS HONEY ,99 ,Stanislaus ,  ,  ,350000 ,1 ,LBS. ,182000
1984 ,481999 ,APIARY PRODUCTS HONEY ,101 ,Sutter ,  ,  ,105800 ,1 ,LBS. ,56500
1984 ,481999 ,APIARY PRODUCTS HONEY ,103 ,Tehama ,  ,  ,  ,  ,LBS. ,3000
1984 ,481999 ,APIARY PRODUCTS HONEY ,107 ,Tulare ,  ,  ,10830000 ,1 ,LBS. ,6680000
1984 ,481999 ,APIARY PRODUCTS HONEY ,111 ,Ventura ,  ,  ,1020000 ,1 ,LBS. ,612000
1984 ,481999 ,APIARY PRODUCTS HONEY ,113 ,Yolo ,  ,  ,31200 ,1 ,LBS. ,18100
1984 ,481999 ,APIARY PRODUCTS HONEY ,115 ,Yuba ,  ,  ,57300 ,1 ,LBS. ,28700
1984 ,481999 ,APIARY PRODUCTS HONEY , 999, State Totals,0 ,  ,31103449 ,1 ,    ,19034104
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,1 ,Alameda ,  ,  ,2800 ,22 ,COL. ,61600
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,7 ,Butte ,  ,  ,45954 ,18 ,COL. ,811000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,11 ,Colusa ,  ,  ,27000 ,16 ,COL. ,425000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,13 ,Contra Costa ,  ,  ,900 ,18 ,COL. ,16200
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,19 ,Fresno ,  ,  ,261044 ,19 ,COL. ,4954440
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,21 ,Glenn ,  ,  ,  ,  ,COL. ,396000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,25 ,Imperial ,  ,  ,50220 ,16 ,COL. ,791000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,29 ,Kern ,  ,  ,198000 ,23 ,COL. ,4495000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,31 ,Kings ,  ,  ,100018 ,20 ,COL. ,2000000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,37 ,Los Angeles ,  ,  ,22000 ,22 ,COL. ,473000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,39 ,Madera ,  ,  ,87000 ,22 ,COL. ,1914000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,47 ,Merced ,  ,  ,131700 ,21 ,COL. ,2728000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,53 ,Monterey ,  ,  ,  ,  ,COL. ,31600
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,61 ,Placer ,  ,  ,11500 ,20 ,COL. ,230000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,65 ,Riverside ,  ,  ,52000 ,20 ,COL. ,1018800
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,71 ,San Bernardino ,  ,  ,24000 ,22 ,COL. ,528000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,73 ,San Diego ,  ,  ,  ,  ,COL. ,2000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,77 ,San Joaquin ,  ,  ,70000 ,21 ,COL. ,1440000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,89 ,Shasta ,  ,  ,16000 ,20 ,COL. ,320000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,95 ,Solano ,  ,  ,5589 ,17 ,COL. ,95000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,97 ,Sonoma ,  ,  ,  ,  ,COL. ,29800
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,99 ,Stanislaus ,  ,  ,134000 ,24 ,COL. ,3149000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,101 ,Sutter ,  ,  ,20481 ,11 ,COL. ,228000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,103 ,Tehama ,  ,  ,9900 ,19 ,COL. ,188000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,107 ,Tulare ,  ,  ,34900 ,18 ,COL. ,616000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,111 ,Ventura ,  ,  ,  ,  ,COL. ,528000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,113 ,Yolo ,  ,  ,22714 ,14 ,COL. ,318000
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,115 ,Yuba ,  ,  ,5696 ,12 ,COL. ,68400
1984 ,486999 ,APIARY PRODUCTS POLLIN. FEES , 999, State Totals,0 ,  ,1333416 ,20 ,    ,27855840
1984 ,211999 ,APPLES ALL ,7 ,Butte ,191 ,9.30 ,1776 ,266 ,TONS ,472000
1984 ,211999 ,APPLES ALL ,9 ,Calaveras ,140 ,3.50 ,490 ,230 ,TONS ,112700
1984 ,211999 ,APPLES ALL ,17 ,El Dorado ,645 ,6.54 ,4220 ,310 ,TONS ,1310300
1984 ,211999 ,APPLES ALL ,23 ,Humboldt ,68 ,1.96 ,133 ,368 ,TONS ,48900
1984 ,211999 ,APPLES ALL ,29 ,Kern ,769 ,10.04 ,7720 ,340 ,TONS ,2625000
1984 ,211999 ,APPLES ALL ,39 ,Madera ,393 ,4.74 ,1862 ,440 ,TONS ,819000
1984 ,211999 ,APPLES ALL ,43 ,Mariposa ,175 ,2.50 ,438 ,292 ,TONS ,128000
1984 ,211999 ,APPLES ALL ,45 ,Mendocino ,723 ,8.60 ,6215 ,140 ,TONS ,870100
1984 ,211999 ,APPLES ALL ,53 ,Monterey ,432 ,15.34 ,6625 ,139 ,TONS ,924000
1984 ,211999 ,APPLES ALL ,57 ,Nevada ,83 ,0.51 ,42 ,355 ,TONS ,14900
1984 ,211999 ,APPLES ALL ,61 ,Placer ,58 ,4.36 ,253 ,390 ,TONS ,98700
1984 ,211999 ,APPLES ALL ,65 ,Riverside ,32 ,2.00 ,64 ,234 ,TONS ,15000
1984 ,211999 ,APPLES ALL ,69 ,San Benito ,450 ,9.90 ,4455 ,200 ,TONS ,891000
1984 ,211999 ,APPLES ALL ,71 ,San Bernardino ,230 ,1.61 ,370 ,539 ,TONS ,199400
1984 ,211999 ,APPLES ALL ,73 ,San Diego ,332 ,1.30 ,432 ,386 ,TONS ,166900
1984 ,211999 ,APPLES ALL ,77 ,San Joaquin ,503 ,17.99 ,9050 ,235 ,TONS ,2130000
1984 ,211999 ,APPLES ALL ,79 ,San Luis Obispo ,306 ,3.00 ,918 ,320 ,TONS ,293800
1984 ,211999 ,APPLES ALL ,87 ,Santa Cruz ,5500 ,14.95 ,82252 ,279 ,TONS ,22958000
1984 ,211999 ,APPLES ALL ,93 ,Siskiyou ,85 ,3.19 ,271 ,399 ,TONS ,108000
1984 ,211999 ,APPLES ALL ,97 ,Sonoma ,6824 ,10.54 ,71913 ,123 ,TONS ,8831200
1984 ,211999 ,APPLES ALL ,101 ,Sutter ,201 ,10.73 ,2157 ,408 ,TONS ,881000
1984 ,211999 ,APPLES ALL ,109 ,Tuolumne ,100 ,3.10 ,310 ,248 ,TONS ,77000
1984 ,211999 ,APPLES ALL , 999, State Totals,18240 ,11.07 ,201966 ,218 ,    ,43974900
1984 ,217999 ,APRICOTS ALL ,13 ,Contra Costa ,1180 ,5.08 ,5990 ,335 ,TONS ,2006000
1984 ,217999 ,APRICOTS ALL ,19 ,Fresno ,347 ,6.31 ,2190 ,834 ,TONS ,1826000
1984 ,217999 ,APRICOTS ALL ,29 ,Kern ,315 ,4.73 ,1490 ,672 ,TONS ,1002000
1984 ,217999 ,APRICOTS ALL ,31 ,Kings ,236 ,7.84 ,1850 ,606 ,TONS ,1121000
1984 ,217999 ,APRICOTS ALL ,47 ,Merced ,1483 ,7.01 ,10400 ,261 ,TONS ,2714000
1984 ,217999 ,APRICOTS ALL ,65 ,Riverside ,100 ,4.14 ,414 ,700 ,TONS ,289800
1984 ,217999 ,APRICOTS ALL ,69 ,San Benito ,2600 ,5.00 ,13000 ,260 ,TONS ,3380000
1984 ,217999 ,APRICOTS ALL ,77 ,San Joaquin ,2982 ,8.05 ,24000 ,244 ,TONS ,5857000
1984 ,217999 ,APRICOTS ALL ,85 ,Santa Clara ,800 ,2.50 ,2000 ,565 ,TONS ,1130000
1984 ,217999 ,APRICOTS ALL ,95 ,Solano ,1297 ,3.97 ,5148 ,267 ,TONS ,1375400
1984 ,217999 ,APRICOTS ALL ,99 ,Stanislaus ,8846 ,7.94 ,70200 ,262 ,TONS ,18392000
1984 ,217999 ,APRICOTS ALL ,107 ,Tulare ,241 ,7.10 ,1710 ,900 ,TONS ,1539000
1984 ,217999 ,APRICOTS ALL ,113 ,Yolo ,900 ,2.88 ,2592 ,304 ,TONS ,789000
1984 ,217999 ,APRICOTS ALL , 999, State Totals,21327 ,6.61 ,140984 ,294 ,    ,41421200
1984 ,301999 ,ARTICHOKES ,53 ,Monterey ,9475 ,4.80 ,45520 ,600 ,TONS ,27291000
1984 ,301999 ,ARTICHOKES ,81 ,San Mateo ,1150 ,2.96 ,3400 ,863 ,TONS ,2933000
1984 ,301999 ,ARTICHOKES ,83 ,Santa Barbara ,602 ,5.24 ,3155 ,527 ,TONS ,1661455
1984 ,301999 ,ARTICHOKES ,87 ,Santa Cruz ,1130 ,2.53 ,2854 ,628 ,TONS ,1792000
1984 ,301999 ,ARTICHOKES , 999, State Totals,12357 ,4.45 ,54929 ,613 ,    ,33677455
1984 ,302199 ,ASPARAGUS FRESH MARKET ,53 ,Monterey ,3150 ,1.73 ,5445 ,1485 ,TONS ,8087000
1984 ,302199 ,ASPARAGUS FRESH MARKET , 999, State Totals,3150 ,1.73 ,5445 ,1485 ,    ,8087000
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,13 ,Contra Costa ,1800 ,1.31 ,2353 ,1233 ,TONS ,2902000
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,25 ,Imperial ,2127 ,1.10 ,2340 ,1888 ,TONS ,4419000
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,59 ,Orange ,754 ,1.90 ,1433 ,2066 ,TONS ,2960000
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,65 ,Riverside ,2238 ,1.08 ,2417 ,1747 ,TONS ,4221800
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,67 ,Sacramento ,1770 ,1.50 ,2660 ,1198 ,TONS ,3186000
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,77 ,San Joaquin ,18700 ,1.40 ,26200 ,1069 ,TONS ,28017000
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,95 ,Solano ,538 ,1.10 ,592 ,1100 ,TONS ,651200
1984 ,302999 ,ASPARAGUS UNSPECIFIED ,113 ,Yolo ,1535 ,0.75 ,1151 ,1215 ,TONS ,1399000
1984 ,302999 ,ASPARAGUS UNSPECIFIED , 999, State Totals,29462 ,1.33 ,39146 ,1220 ,    ,47756000
1984 ,221999 ,AVOCADOS ALL ,19 ,Fresno ,368 ,0.94 ,346 ,451 ,TONS ,156000
